今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
8,ダノンハドソン,2025年12月13日,阪神,2歳新馬,芝1800,良,7.0,2.0,1,Ｃ．デム,56.0,484(0),1:48.9,-0.1,2023107101.0,2025-12-13,202610020708.0
8,ノンブルドール,2026年6月27日,小倉,八代特別(1勝クラス),芝2000,稍,8.0,3.0,2,西村淳也,55.0,448(+8),2:00.0,0.1,2023106941.0,2026-06-27,202610020708.0
8,ノンブルドール,2026年4月4日,阪神,アザレア賞(1勝クラス),芝2400,稍,9.0,3.0,5,ルメール,57.0,440(+4),2:28.1,1.1,2023106941.0,2026-04-04,202610020708.0
8,ノンブルドール,2026年2月14日,小倉,3歳未勝利,芝2000,良,18.0,3.0,1,亀田温心,57.0,436(-4),2:00.7,-0.2,2023106941.0,2026-02-14,202610020708.0
8,ノンブルドール,2026年1月25日,小倉,3歳未勝利,芝2000,良,18.0,1.0,7,斎藤新,57.0,440(+2),2:00.0,0.5,2023106941.0,2026-01-25,202610020708.0
8,ノンブルドール,2025年12月14日,中京,2歳未勝利,芝2000,稍,13.0,1.0,3,亀田温心,56.0,438(0),2:02.2,0.2,2023106941.0,2025-12-14,202610020708.0
8,ノンブルドール,2025年10月13日,京都,2歳新馬,芝1800,良,11.0,4.0,3,戸崎圭太,56.0,438(0),1:48.1,0.4,2023106941.0,2025-10-13,202610020708.0
8,パラディオン,2026年4月25日,東京,テレビ東京杯青葉賞(GII),芝2400,良,18.0,14.0,12,吉田豊,57.0,452(+4),2:25.2,2.2,2023106392.0,2026-04-25,202610020708.0
8,パラディオン,2026年1月18日,中山,京成杯(GIII),芝2000,良,15.0,11.0,14,西塚洸二,57.0,448(+2),2:00.5,1.2,2023106392.0,2026-01-18,202610020708.0
8,パラディオン,2025年11月30日,京都,2歳新馬,芝2000,良,8.0,1.0,1,高杉吏麒,56.0,446(0),2:02.3,-0.3,2023106392.0,2025-11-30,202610020708.0
8,ビヨンドザドリーム,2026年7月5日,小倉,3歳以上1勝クラス,芝2000,重,10.0,7.0,2,国分優作,58.0,440(-4),2:01.1,0.1,2020102736.0,2026-07-05,202610020708.0
8,ビヨンドザドリーム,2026年5月17日,京都,4歳以上1勝クラス,芝2000,良,12.0,10.0,5,国分優作,58.0,444(-6),1:59.4,0.5,2020102736.0,2026-05-17,202610020708.0
8,ビヨンドザドリーム,2026年4月26日,京都,4歳以上1勝クラス,芝1800,良,14.0,11.0,8,加藤祥太,58.0,450(+6),1:45.6,0.7,2020102736.0,2026-04-26,202610020708.0
8,ビヨンドザドリーム,2026年3月1日,阪神,4歳以上1勝クラス,芝1800,良,15.0,10.0,7,国分優作,58.0,444(-2),1:46.3,0.4,2020102736.0,2026-03-01,202610020708.0
8,ビヨンドザドリーム,2026年2月15日,京都,4歳以上1勝クラス,芝2000,良,12.0,9.0,11,加藤祥太,58.0,446(+2),2:02.6,1.6,2020102736.0,2026-02-15,202610020708.0
8,ビヨンドザドリーム,2025年11月23日,京都,花見小路特別(2勝クラス),芝1600,良,13.0,10.0,12,加藤祥太,53.0,444(+6),1:34.8,1.3,2020102736.0,2025-11-23,202610020708.0
8,ビヨンドザドリーム,2025年9月28日,阪神,3歳以上1勝クラス,芝1800,良,18.0,15.0,10,加藤祥太,58.0,438(+6),1:46.4,1.0,2020102736.0,2025-09-28,202610020708.0
8,ビヨンドザドリーム,2025年8月9日,中京,香嵐渓特別(1勝クラス),芝2000,良,7.0,7.0,7,国分優作,58.0,432(-4),1:59.8,0.9,2020102736.0,2025-08-09,202610020708.0
8,ビヨンドザドリーム,2025年7月20日,小倉,不知火特別(2勝クラス),芝1800,良,8.0,6.0,2,国分優作,58.0,436(0),1:48.6,0.2,2020102736.0,2025-07-20,202610020708.0
8,ビヨンドザドリーム,2025年5月25日,京都,聖護院特別(2勝クラス),芝1800,重,7.0,5.0,4,加藤祥太,58.0,436(-6),1:48.7,0.9,2020102736.0,2025-05-25,202610020708.0
8,ビヨンドザドリーム,2025年5月10日,新潟,三国特別(1勝クラス),芝1600,稍,8.0,8.0,5,加藤祥太,58.0,442(+6),1:36.2,1.3,2020102736.0,2025-05-10,202610020708.0
8,ビヨンドザドリーム,2025年2月22日,小倉,4歳以上1勝クラス,芝2000,良,16.0,14.0,15,加藤祥太,58.0,436(+2),2:01.6,2.0,2020102736.0,2025-02-22,202610020708.0
8,ビヨンドザドリーム,2025年1月13日,中京,4歳以上1勝クラス,芝2200,良,18.0,14.0,11,和田翼,58.0,434(-14),2:15.5,1.0,2020102736.0,2025-01-13,202610020708.0
8,ビヨンドザドリーム,2024年10月11日,笠松,B4組,ダ1400,良,8.0,1.0,1,大原浩司,56.0,448(-5),1:30.4,0.0,2020102736.0,2024-10-11,202610020708.0
8,ビヨンドザドリーム,2024年8月7日,名古屋,B3組,ダ1400,良,11.0,5.0,6,室陽一朗,55.0,453(+1),1:30.6,0.6,2020102736.0,2024-08-07,202610020708.0
8,ビヨンドザドリーム,2024年7月19日,笠松,B4組,ダ1400,良,10.0,2.0,4,室陽一朗,55.0,452(-1),1:28.7,1.0,2020102736.0,2024-07-19,202610020708.0
8,フウセン,2026年6月6日,阪神,3歳以上1勝クラス,芝2200,良,9.0,4.0,2,鮫島克駿,54.0,456(0),2:13.3,0.3,2023104552.0,2026-06-06,202610020708.0
8,フウセン,2026年4月25日,京都,3歳未勝利,芝2200,良,12.0,1.0,1,鮫島克駿,57.0,456(+6),2:12.5,-0.2,2023104552.0,2026-04-25,202610020708.0
8,フウセン,2026年2月28日,阪神,3歳未勝利,芝1800,良,14.0,5.0,4,武豊,57.0,450(-12),1:46.7,1.0,2023104552.0,2026-02-28,202610020708.0
8,フウセン,2026年2月1日,京都,3歳未勝利,芝2000,良,13.0,3.0,3,武豊,57.0,462(0),2:02.9,0.8,2023104552.0,2026-02-01,202610020708.0
8,フウセン,2025年12月13日,中京,2歳新馬,芝2000,良,12.0,4.0,3,武豊,56.0,462(0),2:01.7,0.3,2023104552.0,2025-12-13,202610020708.0
8,ワンダフルボンド,2026年7月5日,小倉,3歳以上1勝クラス,芝2000,重,10.0,1.0,3,川田将雅,55.0,490(+10),2:01.8,0.8,2023103737.0,2026-07-05,202610020708.0
8,ワンダフルボンド,2025年11月2日,京都,2歳未勝利,芝2000,良,7.0,1.0,1,岩田望来,56.0,480(+4),2:01.9,-0.2,2023103737.0,2025-11-02,202610020708.0
8,ワンダフルボンド,2025年10月12日,京都,2歳新馬,芝2000,良,13.0,1.0,5,川田将雅,56.0,476(0),2:00.9,0.4,2023103737.0,2025-10-12,202610020708.0
9,カエリールークス,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,1.0,1,松山弘平,55.0,440(0),1:10.1,-0.2,2024109104.0,2026-06-27,202610020709.0
9,カシノヴィタ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,12.0,13,森田誠也,52.0,386(0),1:12.8,2.0,2024108106.0,2026-07-05,202610020709.0
9,カシノヴィタ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,10.0,4,森田誠也,52.0,386(0),1:12.4,0.9,2024108106.0,2026-06-28,202610020709.0
9,カシノクロサイト,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,10.0,11,亀田温心,55.0,424(+6),1:12.4,1.6,2024108093.0,2026-07-05,202610020709.0
9,カシノクロサイト,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,7.0,6,亀田温心,55.0,418(0),1:11.4,1.3,2024108093.0,2026-06-27,202610020709.0
9,グレートキリシマ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,7.0,12,松若風馬,55.0,486(+6),1:12.6,1.8,2024108085.0,2026-07-05,202610020709.0
9,グレートキリシマ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,6.0,3,松若風馬,55.0,480(0),1:12.1,0.6,2024108085.0,2026-06-28,202610020709.0
9,スイトーヨ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,5.0,2,川田将雅,55.0,442(+2),1:11.0,0.2,2024108118.0,2026-07-05,202610020709.0
9,スイトーヨ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,2.0,6,川田将雅,55.0,440(0),1:12.6,1.1,2024108118.0,2026-06-28,202610020709.0
9,ソゲソゲスマイル,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,10.0,5,西塚洸二,55.0,370(0),1:11.4,1.3,2024108050.0,2026-06-27,202610020709.0
9,タカモリ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,2.0,4,田山旺佑,53.0,474(-4),1:11.8,1.0,2024109102.0,2026-07-05,202610020709.0
9,タカモリ,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,3.0,4,幸英明,55.0,478(0),1:11.1,1.0,2024109102.0,2026-06-27,202610020709.0
9,タカヨシ,2026年5月23日,佐賀,九州産スーパーホープ(2歳),ダ900,良,6.0,2.0,1,飛田愛斗,55.0,483(0),0:56.1,-1.0,2024108122.0,2026-05-23,202610020709.0
9,トシミチ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,1.0,1,幸英明,55.0,470(0),1:11.5,-0.2,2024108115.0,2026-06-28,202610020709.0
9,ニシノキヅイタラ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,6.0,3,幸英明,55.0,402(+2),1:11.8,1.0,2024108089.0,2026-07-05,202610020709.0
9,ニシノキヅイタラ,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,4.0,7,田山旺佑,53.0,400(0),1:11.8,1.7,2024108089.0,2026-06-27,202610020709.0
9,ニシノマティーニ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,9.0,8,今村聖奈,53.0,414(0),1:12.2,1.4,2024108087.0,2026-07-05,202610020709.0
9,ニシノマティーニ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,3.0,5,今村聖奈,53.0,414(0),1:12.5,1.0,2024108087.0,2026-06-28,202610020709.0
9,バミューダボーイ,2026年6月25日,佐賀,ひまわり賞チャレンジ(未勝利)(2歳),ダ1300,不,6.0,1.0,1,長谷川蓮,55.0,426(-9),1:27.6,-0.6,2024108116.0,2026-06-25,202610020709.0
9,バミューダボーイ,2026年6月7日,佐賀,2歳ー1組,ダ1300,稍,9.0,2.0,6,長谷川蓮,55.0,435(+11),1:28.2,1.9,2024108116.0,2026-06-07,202610020709.0
9,バミューダボーイ,2026年5月23日,佐賀,九州産スーパーホープ(2歳),ダ900,良,6.0,3.0,2,長谷川蓮,55.0,424(0),0:57.1,1.0,2024108116.0,2026-05-23,202610020709.0
9,ヘキレキ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,4.0,7,国分優作,55.0,422(0),1:12.1,1.3,2024108030.0,2026-07-05,202610020709.0
9,ヘキレキ,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,8.0,3,国分優作,55.0,422(0),1:10.8,0.7,2024108030.0,2026-06-27,202610020709.0
9,ユイノジカンカセギ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,3.0,10,長岡禎仁,55.0,428(+4),1:12.3,1.5,2024108117.0,2026-07-05,202610020709.0
9,ユイノジカンカセギ,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,4.0,2,長岡禎仁,55.0,424(0),1:11.7,0.2,2024108117.0,2026-06-28,202610020709.0
9,ラブマイティー,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,16.0,16,柴田裕一,53.0,458(0),1:13.6,2.8,2024108061.0,2026-07-05,202610020709.0
9,ラブマイティー,2026年6月28日,小倉,2歳新馬,芝1200,良,11.0,9.0,10,杉原誠人,55.0,458(0),1:14.0,2.5,2024108061.0,2026-06-28,202610020709.0
9,リエーヴェ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,1.0,1,永島まな,53.0,460(-4),1:10.8,-0.2,2024109107.0,2026-07-05,202610020709.0
9,リエーヴェ,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,2.0,2,永島まな,53.0,464(0),1:10.3,0.2,2024109107.0,2026-06-27,202610020709.0
9,ルーストカール,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,11.0,6,田口貫太,55.0,422(+8),1:12.0,1.2,2024109106.0,2026-07-05,202610020709.0
9,ルーストカール,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,9.0,8,田口貫太,55.0,414(0),1:11.9,1.8,2024109106.0,2026-06-27,202610020709.0
9,ワッザイカ,2026年7月5日,小倉,2歳未勝利,芝1200,重,16.0,13.0,5,泉谷楓真,55.0,442(-2),1:11.9,1.1,2024108108.0,2026-07-05,202610020709.0
9,ワッザイカ,2026年6月27日,小倉,2歳新馬,芝1200,稍,10.0,6.0,9,泉谷楓真,55.0,444(0),1:12.0,1.9,2024108108.0,2026-06-27,202610020709.0
10,コスモストーム,2026年6月28日,小倉,西部日刊スポーツ杯(2勝クラス),ダ1700,稍,16.0,3.0,3,秋山稔樹,57.0,510(0),1:45.2,0.2,2022104120.0,2026-06-28,202610020710.0
10,コスモストーム,2026年6月7日,阪神,洲本特別(2勝クラス),ダ1400,稍,16.0,4.0,4,秋山稔樹,58.0,510(-6),1:23.9,0.5,2022104120.0,2026-06-07,202610020710.0
10,コスモストーム,2026年2月14日,東京,4歳以上2勝クラス,ダ1600,良,16.0,2.0,8,武豊,58.0,516(+2),1:38.3,1.0,2022104120.0,2026-02-14,202610020710.0
10,コスモストーム,2025年10月26日,京都,嵯峨野特別(2勝クラス),ダ1400,重,16.0,4.0,4,秋山稔樹,56.0,514(+6),1:23.3,0.5,2022104120.0,2025-10-26,202610020710.0
10,コスモストーム,2025年10月5日,京都,3歳以上2勝クラス,ダ1400,重,16.0,2.0,4,秋山稔樹,56.0,508(+8),1:23.0,0.4,2022104120.0,2025-10-05,202610020710.0
10,コスモストーム,2025年9月21日,阪神,3歳以上2勝クラス,ダ1400,良,15.0,2.0,2,秋山稔樹,56.0,500(-2),1:23.9,0.7,2022104120.0,2025-09-21,202610020710.0
10,コスモストーム,2025年4月6日,阪神,バイオレットS(OP),ダ1400,良,15.0,9.0,3,松山弘平,57.0,502(0),1:24.3,0.3,2022104120.0,2025-04-06,202610020710.0
10,コスモストーム,2025年1月19日,中山,京成杯(GIII),芝2000,良,14.0,13.0,11,秋山稔樹,57.0,502(+4),2:02.3,2.4,2022104120.0,2025-01-19,202610020710.0
10,コスモストーム,2024年12月15日,京都,朝日フューチュリティ(GI),芝1600,良,16.0,15.0,8,秋山稔樹,56.0,498(-2),1:35.5,1.4,2022104120.0,2024-12-15,202610020710.0
10,コスモストーム,2024年11月21日,園田,兵庫ジュニアグランプ(JpnII),ダ1400,良,12.0,2.0,5,秋山稔樹,56.0,500(+2),1:30.3,0.6,2022104120.0,2024-11-21,202610020710.0
10,コスモストーム,2024年10月20日,京都,なでしこ賞(1勝クラス),ダ1400,稍,11.0,7.0,1,秋山稔樹,56.0,498(+12),1:26.1,-0.3,2022104120.0,2024-10-20,202610020710.0
10,コスモストーム,2024年9月28日,中京,ヤマボウシ賞(1勝クラス),ダ1400,良,10.0,7.0,7,秋山稔樹,55.0,486(-10),1:25.8,2.2,2022104120.0,2024-09-28,202610020710.0
10,コスモストーム,2024年6月29日,小倉,2歳新馬,ダ1000,稍,8.0,6.0,1,秋山稔樹,54.0,496(0),0:58.7,-0.1,2022104120.0,2024-06-29,202610020710.0
10,シュヴァルツリーベ,2026年7月5日,小倉,九州スポーツ杯(2勝クラス),ダ1700,不,16.0,14.0,8,藤懸貴志,56.0,466(+6),1:44.1,1.9,2020106101.0,2026-07-05,202610020710.0
10,シュヴァルツリーベ,2026年6月13日,阪神,安芸特別(2勝クラス),ダ1200,良,16.0,10.0,9,田山旺佑,56.0,460(-2),1:12.7,1.3,2020106101.0,2026-06-13,202610020710.0
10,シュヴァルツリーベ,2026年3月22日,中山,鎌ケ谷特別(2勝クラス),ダ1200,良,16.0,10.0,7,伊藤工真,56.0,462(+2),1:12.0,0.6,2020106101.0,2026-03-22,202610020710.0
10,シュヴァルツリーベ,2026年1月31日,東京,4歳以上2勝クラス,ダ1400,良,16.0,12.0,9,伊藤工真,56.0,460(+4),1:25.8,1.1,2020106101.0,2026-01-31,202610020710.0
10,シュヴァルツリーベ,2025年8月23日,新潟,岩室温泉特別(2勝クラス),ダ1200,良,15.0,14.0,9,伊藤工真,56.0,456(+4),1:11.1,0.8,2020106101.0,2025-08-23,202610020710.0
10,シュヴァルツリーベ,2025年6月7日,東京,由比ヶ浜特別(2勝クラス),芝1400,良,15.0,13.0,10,伊藤工真,52.0,452(-2),1:21.9,0.9,2020106101.0,2025-06-07,202610020710.0
10,シュヴァルツリーベ,2025年5月10日,東京,4歳以上2勝クラス,ダ1400,重,16.0,7.0,12,伊藤工真,56.0,454(+10),1:23.7,1.4,2020106101.0,2025-05-10,202610020710.0
10,シュヴァルツリーベ,2025年3月15日,中京,4歳以上1勝クラス,ダ1400,良,15.0,3.0,1,伊藤工真,56.0,444(-6),1:25.4,-0.1,2020106101.0,2025-03-15,202610020710.0
10,シュヴァルツリーベ,2025年2月22日,東京,4歳以上1勝クラス,ダ1400,良,16.0,10.0,3,伊藤工真,56.0,450(+2),1:26.0,0.6,2020106101.0,2025-02-22,202610020710.0
10,シュヴァルツリーベ,2024年12月8日,中京,3歳以上1勝クラス,ダ1200,良,16.0,5.0,10,伊藤工真,56.0,448(-2),1:13.7,1.2,2020106101.0,2024-12-08,202610020710.0
10,シュヴァルツリーベ,2024年10月26日,新潟,3歳以上1勝クラス,ダ1200,良,11.0,8.0,7,伊藤工真,56.0,450(+10),1:11.8,0.7,2020106101.0,2024-10-26,202610020710.0
10,シュヴァルツリーベ,2024年9月14日,中山,3歳以上1勝クラス,ダ1200,良,16.0,10.0,4,伊藤工真,56.0,440(-8),1:12.7,0.6,2020106101.0,2024-09-14,202610020710.0
10,シュヴァルツリーベ,2024年8月10日,札幌,3歳以上1勝クラス,ダ1000,良,12.0,7.0,8,古川奈穂,52.0,448(+4),0:59.9,0.5,2020106101.0,2024-08-10,202610020710.0
10,シュヴァルツリーベ,2024年7月27日,札幌,3歳以上1勝クラス,ダ1000,良,12.0,7.0,5,伊藤工真,56.0,444(+2),0:59.7,1.0,2020106101.0,2024-07-27,202610020710.0
10,シュヴァルツリーベ,2024年6月1日,東京,3歳以上1勝クラス,芝1400,良,18.0,13.0,16,伊藤工真,56.0,442(+4),1:21.4,1.1,2020106101.0,2024-06-01,202610020710.0
10,シュヴァルツリーベ,2024年5月5日,新潟,4歳以上1勝クラス,芝1400,良,16.0,6.0,8,津村明秀,56.0,438(-6),1:23.1,0.5,2020106101.0,2024-05-05,202610020710.0
10,タガノヘラクレス,2026年4月26日,京都,4歳以上2勝クラス,ダ1800,良,14.0,6.0,5,岩田望来,58.0,508(-12),1:52.2,1.2,2021106544.0,2026-04-26,202610020710.0
10,タガノヘラクレス,2026年1月11日,京都,五条坂特別(2勝クラス),ダ1900,良,10.0,6.0,6,高杉吏麒,58.0,520(+2),2:00.7,1.5,2021106544.0,2026-01-11,202610020710.0
10,タガノヘラクレス,2025年12月20日,中京,3歳以上1勝クラス,ダ1800,稍,16.0,3.0,1,高杉吏麒,58.0,518(+12),1:53.9,-0.9,2021106544.0,2025-12-20,202610020710.0
10,タガノヘラクレス,2025年9月20日,阪神,3歳以上1勝クラス,ダ1800,良,16.0,10.0,3,森田誠也,55.0,506(0),1:53.4,0.4,2021106544.0,2025-09-20,202610020710.0
10,タガノヘラクレス,2025年6月21日,阪神,3歳以上1勝クラス,芝1600,良,14.0,11.0,12,高杉吏麒,57.0,506(-6),1:34.7,0.9,2021106544.0,2025-06-21,202610020710.0
10,タガノヘラクレス,2025年5月31日,京都,4歳以上1勝クラス,芝1600,良,18.0,7.0,18,高杉吏麒,57.0,512(0),1:35.0,1.4,2021106544.0,2025-05-31,202610020710.0
10,タガノヘラクレス,2025年4月27日,京都,4歳以上1勝クラス,芝1800,良,10.0,5.0,4,高杉吏麒,57.0,512(-2),1:46.9,0.3,2021106544.0,2025-04-27,202610020710.0
10,タガノヘラクレス,2025年4月19日,阪神,4歳以上1勝クラス,芝1600,良,14.0,4.0,9,高杉吏麒,57.0,514(+10),1:34.3,0.7,2021106544.0,2025-04-19,202610020710.0
10,タガノヘラクレス,2024年12月15日,京都,3歳以上1勝クラス,芝2200,良,18.0,13.0,14,藤懸貴志,56.0,504(+2),2:13.6,1.3,2021106544.0,2024-12-15,202610020710.0
10,タガノヘラクレス,2024年9月29日,中京,3歳以上1勝クラス,芝1600,重,16.0,5.0,15,鷲頭虎太,53.0,502(+6),1:36.8,1.8,2021106544.0,2024-09-29,202610020710.0
10,タガノヘラクレス,2024年5月26日,京都,白百合S(L),芝1800,良,9.0,7.0,8,高杉吏麒,57.0,496(-4),1:47.7,1.2,2021106544.0,2024-05-26,202610020710.0
10,タガノヘラクレス,2024年5月12日,京都,3歳未勝利,芝1800,良,14.0,3.0,1,高杉吏麒,54.0,500(0),1:46.8,-0.4,2021106544.0,2024-05-12,202610020710.0
10,タガノヘラクレス,2023年12月28日,阪神,2歳新馬,芝1800,良,14.0,10.0,8,鷲頭虎太,53.0,500(0),1:48.8,1.3,2021106544.0,2023-12-28,202610020710.0
10,タマモジャスミン,2026年7月5日,小倉,九州スポーツ杯(2勝クラス),ダ1700,不,16.0,7.0,6,田口貫太,56.0,510(+14),1:43.8,1.6,2022103619.0,2026-07-05,202610020710.0
10,タマモジャスミン,2026年2月28日,小倉,早鞆特別(2勝クラス),ダ1700,重,16.0,8.0,14,小沢大仁,53.0,496(0),1:44.2,1.7,2022103619.0,2026-02-28,202610020710.0
10,タマモジャスミン,2026年2月14日,小倉,4歳以上1勝クラス,ダ1700,良,16.0,1.0,1,小沢大仁,55.0,496(-8),1:46.1,-0.4,2022103619.0,2026-02-14,202610020710.0
10,タマモジャスミン,2026年2月1日,小倉,4歳以上1勝クラス,ダ1700,良,15.0,1.0,4,小沢大仁,55.0,504(-4),1:47.1,0.4,2022103619.0,2026-02-01,202610020710.0
10,タマモジャスミン,2025年12月6日,中京,3歳以上1勝クラス,ダ1800,良,15.0,1.0,7,小沢大仁,55.0,508(0),1:54.6,0.4,2022103619.0,2025-12-06,202610020710.0
10,タマモジャスミン,2025年11月16日,福島,3歳以上1勝クラス,ダ1700,良,15.0,2.0,2,国分恭介,54.0,508(-4),1:46.4,0.2,2022103619.0,2025-11-16,202610020710.0
10,タマモジャスミン,2025年8月31日,札幌,3歳以上1勝クラス,ダ1700,稍,13.0,1.0,3,森田誠也,50.0,512(+6),1:45.2,0.1,2022103619.0,2025-08-31,202610020710.0
10,タマモジャスミン,2025年8月17日,札幌,3歳以上1勝クラス,ダ1700,稍,13.0,4.0,3,森田誠也,50.0,506(0),1:45.7,0.5,2022103619.0,2025-08-17,202610020710.0
10,タマモジャスミン,2025年8月2日,札幌,3歳以上1勝クラス,ダ1700,良,11.0,2.0,2,森田誠也,50.0,506(0),1:46.0,0.6,2022103619.0,2025-08-02,202610020710.0
10,タマモジャスミン,2025年7月27日,札幌,3歳以上1勝クラス,ダ1700,不,13.0,1.0,10,丹内祐次,53.0,506(0),1:46.2,2.1,2022103619.0,2025-07-27,202610020710.0
10,タマモジャスミン,2025年7月12日,函館,3歳以上1勝クラス,ダ1700,良,10.0,1.0,2,武豊,53.0,506(+12),1:46.6,0.2,2022103619.0,2025-07-12,202610020710.0
10,タマモジャスミン,2025年4月20日,福島,3歳未勝利,ダ1700,良,15.0,2.0,1,小沢大仁,55.0,494(0),1:48.0,-0.6,2022103619.0,2025-04-20,202610020710.0
10,タマモジャスミン,2025年3月30日,阪神,3歳未勝利,ダ1800,良,12.0,2.0,3,田口貫太,55.0,494(-4),1:57.9,1.6,2022103619.0,2025-03-30,202610020710.0
10,タマモジャスミン,2025年3月15日,阪神,3歳未勝利,ダ1800,良,12.0,4.0,3,田口貫太,55.0,498(+6),1:56.7,0.5,2022103619.0,2025-03-15,202610020710.0
10,タマモジャスミン,2025年2月22日,京都,3歳未勝利,ダ1800,良,11.0,2.0,3,田口貫太,54.0,492(-8),1:56.2,1.0,2022103619.0,2025-02-22,202610020710.0
